imdb_score,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,budget,gross
7,53,105,7,356,2658,1377800,48468407
8,116,120,840,452,28294,960000,3650677
7,140,105,840,467,3164,1250000,48468407
7,13,120,840,656,416,39752620,48468407
8,98,105,346,141,821,1300000,1647780
7,43,95,12000,636,14420,1300000,695229
7,15,135,5,5,83,1592000,638951
7,14,105,7,548,3475,1300000,609042
6,56,83,5,98,843,1500000,1521
6,79,111,17,652,16537,60000000,32940507
8,8,60,840,109,611,5000000,48468407
9,16,135,135,656,9762,1400000,48468407
4,18,88,4,13,289,1750000,48468407
6,35,87,4,624,6227,1000000,19539
3,5,97,840,40,602,1500000,100358
3,16,82,19,134,1499,1300000,48468407
5,24,103,840,511,38121,1300000,48468407
8,144,130,13000,333,2888,1288000,48468407
6,242,87,49,59,707,1250000,19100000
8,97,101,840,66,581,1250000,48468407
6,77,96,4,132,1866,1250000,48468407
6,16,80,8,183,2459,427000,2833383
4,7,87,11,397,1730,15000000,48468407
7,74,92,83,48,683,1250000,48468407
8,74,118,673,137,1129,1250000,48468407
7,19,27,840,201,1961,39752620,48468407
4,46,123,840,161,4040,1420000,48468407
7,58,100,840,65,1431,1200000,24741700
8,287,103,840,651,5161,1200000,55153403
7,100,100,422,422,2893,1200000,18488314
8,5,99,4,434,20218,1300000,48468407
7,50,89,840,3,58,1300000,11278
6,276,104,301,71,22194,80000000,79363785
7,137,114,300,73,809,7000000,13876974
8,122,111,50,612,4288,1200000,9180275
7,73,99,13000,232,1041,1200000,48468407
8,202,110,118,1000,26451,27000000,22494487
7,99,85,91,849,4289,1200000,2199853
6,10,113,29,449,2681,1200000,2859955
8,173,99,16000,455,28994,1200000,2812029
7,7,83,9,51,293,39752620,48468407
9,181,142,840,24,16089,1200000,6100000
8,111,112,9,4,76,4000000,375723
6,38,108,14,274,1805,1200000,594904
6,12,88,840,3,318,1200000,58936
7,23,97,4,656,9762,1200000,24784
6,17,85,840,924,54484,1200000,7826
6,9,103,840,24,114,1500000,48468407
7,1,110,840,656,5,1200000,3830
6,51,88,4,95,1438,39752620,48468407
4,14,76,840,227,1190,39752620,48468407
7,24,100,345,94,1621,1200000,48468407
5,18,99,840,5,862,1200000,48468407
4,22,84,840,63,630,1200000,48468407
6,9,91,38,117,1218,2600000,2850263
7,30,97,282,148,1581,1200000,48468407
5,9,84,2,475,11257,1200000,48468407
4,7,100,840,312,1810,1200000,48468407
7,91,94,6,804,19957,3000000,16101109
8,99,90,222,68,1311,695393,6013
7,2,107,840,206,1617,39752620,48468407
6,57,92,155,147,1329,1100000,1400000
5,12,105,840,656,9762,39752620,247740
7,58,73,126,3,21,1600000,39659
7,5,116,12,25,521,10000000,48468407
6,97,110,22,48,645,1100000,56129
8,481,102,338,60,1445,1100000,4105123
3,17,89,252,252,2510,1100000,48468407
3,9,76,840,656,12,1100000,48468407
9,242,82,345,269,3442,950000,48468407
6,95,89,840,5,29,1400000,48468407
8,14,150,6,20,1052,39752620,48468407
7,87,89,136,42,1080,1000000,48468407
8,141,145,80,794,16094,960000,117235247
5,16,91,2,9,622,1100000,48468407
7,212,89,840,606,4878,1000000,21378000
7,30,121,62,69,1371,1000000,48468407
6,270,83,6,142,1565,1000000,31537320
8,211,110,17000,595,23525,1300000,48468407
7,161,91,287,725,4438,1000000,17986000
7,184,110,92,177,1421,1100000,16067035
5,270,86,18,300,2665,1000000,18112929
7,203,86,385,100,673,1000000,14564027
3,29,120,18,295,1810,5000000,20773070
6,137,90,65,683,3155,1000000,10042266
6,107,99,2,3,53,1000000000,10037390
7,377,112,310,616,35941,3500000,9701559
7,169,103,2,226,3192,1000000,9013113
4,225,83,19,128,988,1000000,53245055
6,101,109,199,44,731,900000,9000000
6,39,89,840,102,831,1000000,48468407
8,372,96,49,656,929,39752620,23808111
7,40,109,23,88,510,1000000,48468407
7,129,122,17000,184,1218,39752620,5355376
5,285,100,840,389,2082,6000000,7186670
7,29,109,840,30,283,1100000,48468407
7,337,95,20,365,1899,1000000,5997134
8,120,94,11,2,42,39752620,4417124
7,40,107,10,245,1147,39752620,5355847
7,38,104,122,458,23461,1000000,3386698
8,387,96,655,973,28817,7500000,143492840
7,185,93,7,180,3986,39752620,5283379
7,348,102,46,287,1263,39752620,2981638
7,155,84,9,313,1587,39752620,3122616
7,181,97,33,229,994,1000000,2508841
7,149,91,9,13,198,1000000,4946250
6,54,84,56,13,21124,1000000,1950218
7,18,86,132,584,2400,1000000,1277257
7,122,91,11,121,2323,3500000,45857453
8,87,92,2,5,1447,1000000,1677838
7,51,94,112,428,3085,1000000,1744858
7,260,92,152,124,1587,1000000,48468407
6,218,103,11,543,5497,58000000,80021740
7,16,100,12,6,295,1000000,982214
7,12,119,13,25,1107,1000000,798341
6,1,167,10,97,773,1000000,610991
7,48,92,840,842,3931,11000000,48468407
6,59,92,406,194,904,1000000,582024
7,88,108,234,463,12385,2500000,548712
7,28,97,4,301,1692,1000000,464655
7,44,88,22,275,1641,1000000,464126
4,13,100,840,268,2289,1000000,428535
6,117,100,71,145,12234,39752620,750100
7,100,124,13,7,42,39752620,621240
7,117,88,21,772,4720,1000000,104077
7,140,106,135,11,7098,39752620,334658
6,29,79,2,551,2489,1000000,279282
7,308,135,840,310,2369,65000000,43982842
8,248,96,50,656,6,1000000,484221
8,84,53,141,23,313,1000000,274661
7,40,97,10,5,118,1000000,144431
7,140,120,840,656,15,39752620,227241
6,13,90,165,679,3258,39752620,112521
8,31,91,9,9,86,1000000,287761
7,43,93,840,656,28,1000000,100240
6,2,112,74,891,263584,1000000,96734
5,4,160,5,219,2024,1500000,49000
6,238,95,243,725,3833,900000,100659
7,112,93,11,271,1452,500000,48430
6,33,88,29,117,1141,1000000,21210
5,8,105,5,73,1042,1000000,48468407
7,95,98,8,14,196,39752620,22434
6,29,82,82,490,3905,1000000,12996
6,3,89,32,256,1647,1000000,48468407
6,71,78,840,61,509,1000000,10018
6,36,97,4,150,928,1000000,62480
7,56,81,840,394,2694,1000000,6387
6,8,90,18,422,2633,39752620,5494
2,3,97,840,94,1188,1000000,48468407
4,8,88,53,176,1284,1000000,721
5,9,96,436,4,920,1500000,703
7,87,105,50,8,351,1000000,48468407
7,6,107,3,4,19,1000000,48468407
7,14,76,57,228,1635,1000000,48468407
6,20,96,840,396,2607,1000000,48468407
6,23,99,840,131,997,1000000,48468407
3,6,90,15,106,1752,1000000,48468407
7,12,94,82,47,964,39752620,48468407
6,2,87,3,149,1593,1000000,48468407
7,12,93,923,904,52113,39752620,48468407
6,140,90,840,171,1996,1000000,48468407
5,64,89,23,23,292,500000,48468407
2,7,83,142,317,1549,1000000,48468407
7,9,96,840,656,90,39752620,48468407
6,21,90,840,360,2116,1000000,48468407
3,140,138,105,110,1350,1000000,48468407
4,1,84,142,402,11466,1000000,48468407
5,95,83,224,37,344,39752620,48468407
6,40,96,840,177,1226,1000000,48468407
4,6,94,6,656,109,1000000,48468407
5,16,90,840,36,231,1000000,48468407
5,39,95,53,253,1825,1000000,48468407
4,150,93,3,115,656,1000000,48468407
5,1,111,840,426,2677,1000000,48468407
7,393,101,840,888,5056,20000000,2319187
7,32,103,17,113,1567,39752620,48468407
6,78,87,840,302,1618,950000,48468407
6,140,30,840,223,1713,39752620,48468407
6,8,100,12,354,2468,950000,48468407
5,6,90,29,558,2504,989000,48468407
7,9,83,840,17,104,913000,48468407
8,134,108,603,279,11094,910000,9600000
6,18,100,28,501,2924,930000,20186
8,233,113,163,27,264,590000,1185783
7,10,97,171,76,1343,3000000,48468407
7,231,104,171,656,117,950000,1007962
6,65,91,91,659,3299,900000,381186
6,76,107,32,127,509,39752620,439958
8,327,85,840,88,687,900000,16097842
6,62,101,6,727,4184,900000,6643
7,116,70,11,8,63,39752620,102797150
7,73,88,840,102,897,850000,442638
7,238,112,29,874,15800,15000000,42919096
7,35,107,6,522,26017,850000,819939
7,2,78,840,656,9762,900000,48468407
7,6,90,66,734,5435,1000000,48468407
6,115,88,15,567,3770,850000,1243961
7,193,92,43,172,1751,39752620,3094687
6,16,95,14,221,1185,825000,15278
7,68,85,46,141,926,500000,48468407
5,16,86,63,175,1278,990000,48468407
3,7,90,8,487,3336,100000,48468407
8,354,123,840,620,2501,500000,7098492
7,16,93,5,10,81,39752620,48468407
8,74,88,377,236,1502,800000,4771000
7,11,114,9,86,423,800000,1001437
7,59,88,6,68,663,800000,2073984
8,71,110,21,3,455,39752620,9950
7,5,95,840,167,1484,850000,48468407
7,25,83,840,656,29,800000,48468407
7,29,104,37,501,1983,800000,144583
7,17,94,3,181,991,800000,48468407
4,13,87,840,258,2359,39752620,58163
5,6,93,247,152,954,600000,35688
6,224,91,75,13,116,800000,41709
7,33,90,38,69,587,780000,1310270
6,1,14,840,37,315,39752620,48468407
8,100,112,840,425,14954,777000,115000000
8,21,75,21,656,25,750000,48468407
7,82,86,8,357,3071,750000,5518918
7,271,86,365,522,2714,750000,4007792
8,5,89,15,95,548,39752620,7705974
6,255,95,214,246,1269,500000,26297
6,292,101,243,74,1252,750000,77501
5,178,89,687,389,12183,16000000,42638165
8,120,106,973,48,500,750000,48468407
7,31,88,168,21,243,750000,47329
5,114,99,4,201,1558,900000,18378
6,233,90,129,280,2170,750000,48468407
3,8,95,3,118,1117,750000,48468407
8,153,85,160,433,2496,750000,48468407
8,53,170,23,2,15,700000,7830611
7,49,86,30,14,321,39752620,3278611
8,4,107,364,567,26578,39752620,48468407
7,64,97,52,36,209,700000,1141829
6,23,104,840,195,1581,1000000,48468407
4,8,88,840,311,2476,39752620,48468407
7,446,201,840,84,7122,207000000,218051260
5,228,108,174,324,2160,30000000,32048809
7,208,106,31,71,33734,700000,2694973
7,2,107,840,236,1763,700000,10508
7,25,84,21,48,714,650000,2301777
5,8,91,840,137,1210,750000,48468407
5,143,90,13,432,2483,39752620,169719
7,21,103,2,442,1683,400000,48468407
7,1,71,840,21,1359,650000,48468407
5,34,90,4,258,1553,650000,48468407
4,5,67,4,2000,283939,625000,48468407
5,10,94,7,912,4767,700000,48468407
8,66,81,10,23,824,609000,3000000
6,360,81,19,39,399,60000,140530114
8,53,215,14,136,778,600000,13300000
7,82,83,644,11,190,650000,48468407
6,15,106,16,254,1281,600000,171988
6,140,103,840,20,85,600000,23616
7,18,90,4,218,2288,600000,13493
6,140,88,12,359,2241,39752620,79043
8,22,105,840,656,9762,400000,48468407
7,15,115,3,656,9762,750000,48468407
8,140,90,840,271,1754,600000,48468407
7,18,102,12,2,553,39752620,48468407
5,8,98,5,233,1707,600000,48468407
8,105,87,44,704,2538,560000,515005
7,3,80,6,656,9762,560000,2245
6,4,88,11,221,2996,550000,48468407
6,2,83,840,656,9762,500000,48468407
7,50,122,589,150,1164,500000,33451479
7,19,115,95,656,9762,550000,48468407
6,5,86,24,142,1090,500000,39552600
6,235,79,9,7,67,500000,30500882
5,8,87,490,201,2295,39752620,48468407
6,95,97,8,22,516,500000,17000000
8,84,105,2,656,9762,39752620,8044906
8,154,89,310,587,24419,500000,5739376
7,20,120,3,234,2563,1000000,3773863
7,88,94,3,2,382,39752620,3117666
8,70,108,6,43,194,500000,2047570
6,5,102,840,15,161,500000,1250798
7,105,83,6,656,30,46000,1127331
7,29,93,840,59,660,500000,906666
7,46,86,7,17,407,500000,1114943
6,3,101,840,17,155,500000,1111615
7,54,111,35,482,3166,500000,985341
7,126,90,9,595,2655,500000,603943
7,17,86,204,474,2322,500000,334041
6,25,98,71,658,24382,500000,295468
5,11,91,21,469,2555,500000,243347
7,81,91,12000,213,1440,500000,154077
6,155,90,217,243,20480,39752620,342936
7,39,88,840,49,483,500000,151389
9,153,202,840,4,338,2000000,269061
8,26,89,6,8,44,500000,133778
6,10,97,32,329,11839,500000,48468407
6,35,84,681,143,734,500000,52850
6,230,82,248,196,1498,500000,98017
7,165,94,12,183,17883,135000000,177343675
6,9,100,6,325,2310,500000,31937
6,17,112,12,699,35294,500000,13134
6,344,94,380,113,1118,500000,237301
5,2,87,840,347,1924,39752620,48468407
7,28,91,840,170,1047,500000,12055
5,29,87,38,445,2251,500000,1332
8,11,98,840,656,8,3000000,48468407
7,48,95,3,25,119,500000,48468407
7,24,87,395,637,3309,100000,48468407
6,166,102,487,118,2099,39752620,316842
6,140,127,2,656,2,500000,48468407
7,9,96,3,205,1235,500000,48468407
7,48,103,21,680,26999,39752620,48468407
4,64,104,32,238,2102,500000,48468407
8,140,90,840,569,3359,39752620,48468407
2,1,122,406,152,1038,39752620,48468407
3,111,93,33,135,1531,12000000,37188667
7,26,90,840,120,630,500000,48468407
7,1,101,840,15,206,500000,48468407
4,3,94,840,212,2091,150000,48468407
7,10,97,163,303,2438,500000,48468407
8,1,90,840,33,254,39752620,48468407
6,1,108,431,317,1628,500000,48468407
7,10,82,840,656,9762,500000,21199
5,1,84,840,53,683,500000,48468407
6,525,130,840,11000,73441,215000000,234903076
6,96,91,6,10,553,475000,48468407
6,8,91,10,10,380,450000,2712293
8,92,107,521,80,976,2000000,768045
4,1,82,5,237,1752,500000,48468407
7,365,84,3,446,12496,450000,379122
6,88,103,365,49,1411,500000,23000
7,3,86,840,304,2830,450000,48468407
8,65,89,24,45,995,439000,2300000
8,140,52,840,656,10,450000,48468407
8,71,98,89,3,173,225000,2938208
8,34,133,10,19,774,25000000,9910
4,15,81,15,93,1151,39752620,48468407
7,220,92,100,482,3950,400000,44540956
7,279,90,57,92,1528,1066167,258113
6,409,84,110,21,330,15000,107917283
8,86,91,147,5,54,39752620,1293295
8,131,91,840,332,2158,229575,1229197
7,69,90,25,138,771,400000,1689999
5,8,96,14,6,387,100000,11798
8,75,60,840,833,4908,39752620,48468407
7,72,88,20,656,78,218,592014
5,4,92,4,12,168,400000,425899
5,9,97,840,271,2350,500000,48468407
7,203,82,385,22,123,400000,126387
8,11,22,840,6,81,39752620,48468407
6,148,101,12,149,1026,35000000,80276912
6,80,80,3,39,272,500000,48468407
7,46,97,350,33,260,650000,48468407
6,8,84,840,36,312,39752620,25918
6,10,97,840,83,1163,900000,48468407
8,76,91,840,92,809,400000,48468407
8,69,123,204,9,481,385907,48468407
7,43,86,3,513,2864,375000,617172
6,36,100,4,4,109,379000,2808000
8,304,96,840,58,813,375000,48468407
6,279,89,33,118,1233,6000000,12843
7,23,84,840,656,3,450000,34151
8,110,88,30,656,15,1750211,1523883
5,40,90,44,93,872,350000,4000000
8,45,90,840,656,9762,39752620,84689
7,23,43,840,576,5052,39752620,48468407
3,4,98,840,656,199,350000,48468407
8,318,101,840,598,4400,300000,47000000
9,177,96,840,253,1433,350000,48468407
7,51,83,3,258,1370,39752620,246574
8,124,65,964,21,540,325000,48468407
7,211,94,252,14,126,39752620,110197
8,26,112,2,321,2638,39752620,7707563
7,64,102,149,276,1986,312000,1281176
7,56,98,10,912,13433,8000000,16115878
7,29,91,82,8,102,300000,1652472
7,131,80,54,543,3010,300000,2360184
6,4,114,7,2,37,39752620,48468407
7,88,76,129,26,132,300000,255352
7,189,80,129,26,460,200000,856942
5,20,88,5,301,1884,300000,48468407
8,96,110,840,656,967,300000,48468407
8,27,104,840,656,2,39752620,32631
8,15,102,95,656,9762,300000,16892
8,24,95,840,87,835,160000,12438
6,16,94,37,104,751,300000,40542
7,13,109,3,25,185,200000,5199
3,8,90,840,32,689,350000,48468407
7,156,133,278,107,5405,45000000,24343673
7,4,110,44,221,1440,39752620,1711
6,164,80,43,668,14950,300000,48468407
5,10,95,840,309,2048,300000,2468
5,1,94,840,87,544,39752620,48468407
7,8,98,3,248,1545,300000,48468407
4,9,98,77,656,19,500000,48468407
5,78,96,5,180,1228,250000,48468407
6,131,97,19,313,2515,300000,48468407
6,286,90,25,235,1734,270000,318622
7,147,113,840,781,15765,250000,12006514
7,71,91,132,225,1330,250000,4186931
4,140,90,2,99,842,290000,48468407
7,51,98,681,13,139,250000,3799339
7,23,94,4,10,656,250000,1977544
7,59,96,44,129,1378,250000,1050600
7,9,100,840,51,454,250000,902835
4,140,90,840,185,1461,300000,48468407
7,99,90,165,319,1743,365000,489220
6,21,76,840,62,1661,250000,212285
7,19,75,45,656,7,250000,203134
6,43,78,7,142,1008,150000,191309
7,206,90,52,224,34983,250000,3388210
4,140,96,840,270,1399,300000,48468407
6,29,92,99,181,1987,250000,177840
7,27,75,269,7,127,39752620,47111
4,162,99,261,461,2862,250000,49494
9,11,58,840,250,2572,39752620,48468407
7,26,86,5,41,216,39752620,48468407
7,85,92,337,22,114,39752620,45661
7,77,101,17,289,2123,39752620,48468407
6,8,81,840,5,154,250000,18195
3,5,93,7,73,631,39752620,48468407
6,3,95,1000,3,1056,250000,48468407
7,66,107,63,76,457,39752620,48468407
6,4,98,3,104,694,250000,48468407
7,140,35,2,152,968,39752620,48468407
5,15,108,32,180,1991,39752620,48468407
8,1,66,840,656,9762,250000,48468407
4,12,95,7,89,537,250000,48468407
7,140,99,45,224,2166,39752620,48468407
7,1,108,431,3,387,250000,48468407
8,6,90,30,670,3967,250000,48468407
8,48,151,54,6,108,245000,48468407
7,2,83,12,29,1244,240000,48468407
7,17,108,840,142,1087,250000,48468407
7,225,92,840,146,27507,39752620,104792
4,5,105,7,494,2970,250000,48468407
8,22,86,15,656,2,225000,111300
7,38,106,840,131,964,225000,1027119
4,21,93,840,656,24,100000,48468407
7,67,80,7,21,205,210000,5000000
7,69,127,130,51,800,5000000,48468407
7,208,93,750,28,928,200000,48468407
7,77,96,218,31,4230,200000,4505922
8,122,99,840,93,16534,200000,3500000
7,35,66,16,28,583,200000,48468407
7,15,85,840,656,66,200000,381225
6,25,101,840,16,77046,200000,2428241
7,37,97,151,305,3021,200000,78030
7,76,119,670,9,69,39752620,59774
7,12,103,18,61,314,200000,174682
8,7,86,840,15,279,200000,215185
7,450,106,840,273,18469,30000000,32154410
5,60,90,25,10,206,200000,48468407
6,4,95,89,45,705,250000,48468407
4,42,94,2,156,711,13000000,48468407
6,93,84,157,98,2016,39752620,140016
7,1,89,840,15,192,39752620,48468407
7,16,59,121,656,27,150000,48468407
8,54,126,147,656,9762,39752620,48468407
7,38,86,123,782,7144,39752620,15542
8,66,87,29,131,1181,200000,48468407
8,11,106,15,656,2,200000,1111
7,6,86,20,32,828,200000,48468407
5,25,89,840,31,518,2500000,48468407
7,13,105,840,27,263,200000,48468407
6,18,93,840,75,338,39752620,48468407
8,3,94,840,178,1112,200000,48468407
9,46,89,373,27,100,180000,925402
8,143,97,131,67,654,120000,469947
7,26,88,840,46,708,175000,7137502
9,140,78,840,656,9762,180000,48468407
7,5,104,840,656,9762,168000,48468407
7,242,92,135,259,1303,100000,1316074
6,48,108,14,826,4385,39752620,48468407
6,38,97,101,101,1631,500000,15180000
7,140,109,840,26,364,200000,48468407
6,91,78,56,184,1144,150000,2882062
8,232,85,109,18,332,180000,9437933
7,18,88,14,3,168,1200000,110720
7,29,93,840,2,62,160000,155984
5,44,86,6,115,895,39752620,48468407
7,2,98,840,21,130,39752620,48468407
8,277,88,365,177,1094,83532,30859000
8,43,25,36,27,139,150000,48468407
7,5,72,840,656,9762,150000,4914
5,16,66,4,232,1796,150000,48468407
7,18,80,840,656,9762,150000,5858
8,40,91,909,42,1048,160000,6706368
6,130,93,261,697,3700,18000000,48468407
7,3,89,840,163,942,125000,48468407
7,136,85,129,100,511,39752620,405614
8,140,62,58,656,9762,125000,48468407
7,12,90,840,656,9762,120000,48468407
7,171,90,100,9,973,125000,1573712
5,140,107,840,656,17,125000,48468407
7,8,88,686,405,2364,120000,48468407
7,8,88,686,405,2364,120000,48468407
8,284,96,840,56,403,114000,48468407
7,36,94,840,5,27,120000,48468407
5,21,120,664,400,3525,10000000,48468407
6,1,77,7,69,516,103000,48468407
7,31,111,589,51,916,100000,10174663
4,159,81,3,7,276,100000,22757819
7,152,89,840,121,837,20000,48468407
5,1,110,840,656,4,100000,3000000
7,21,81,467,287,1431,100000,5228617
7,57,100,23,545,2283,39752620,2643689
6,23,99,9,10,170,100000,48468407
7,88,90,56,56,284,40000,110536
3,2,82,7,50,417,20000,48468407
7,193,88,3,307,4729,200000,59379
8,50,103,840,656,9762,100000,48468407
6,61,80,3,140,1401,1800000,48468407
7,1,68,2,75,354,39752620,48468407
4,5,81,840,10,459,100000,48468407
7,14,106,6,13,564,39752620,48468407
8,5,77,840,656,45,100000,48468407
7,241,114,29,616,3861,15000000,32721635
8,16,80,3,656,103,70000,48468407
8,138,84,840,194,2065,60000,3216970
5,5,86,12,117,623,39752620,33598
5,32,87,840,153,1362,60000,536767
5,18,80,7,3,138,75000,48468407
7,193,100,293,656,9762,65000,11529368
6,66,82,32,128,2046,60000,40557
